cdn1_allcolo.ns2957 S3FIFO-0.0100-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3000-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1000-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.1500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.4000-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.0010-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.5000-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.2500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6000-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.8000-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.6500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.9900-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7000-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.7500-1.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 S3FIFO-0.3500-0.9000 cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size     1027, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size     3082, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size    10276, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size    30828, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size   102761, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size   205523, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size   411046, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
cdn1_allcolo.ns2957 FIFO cache size   822093, 1039294 req, miss ratio 0.9888, byte miss ratio 0.9888
