cdn1_allcolo.ns803 S3FIFO-0.3000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.4500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size     9471, 9704117 req, miss ratio 0.9764, byte miss ratio 0.9764
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size    28415, 9704117 req, miss ratio 0.9762, byte miss ratio 0.9762
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0010-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.8000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9900-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0250-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.0100-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9000-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.7000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.5500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.2000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.9500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.6500-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.1500-0.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size     9471, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size    28415, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size    94719, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size   284157, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size   947191, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size  1894383, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size  3788767, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
cdn1_allcolo.ns803 S3FIFO-0.3000-1.9000 cache size  7577534, 9704117 req, miss ratio 0.9761, byte miss ratio 0.9761
