cdn1_allcolo.ns50 S3FIFO-0.9900-0.9000 cache size     1009, 272838219 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns50 S3FIFO-0.2000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0039, byte miss ratio 0.0039
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.2500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.7500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.1000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0100-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.3000-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size     1009, 272838219 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6000-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0500-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.0010-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size     1009, 272838219 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size     3027, 272838219 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size    10090, 272838219 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9900-1.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.6500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0051, byte miss ratio 0.0051
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.8500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size     3027, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size    10090, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size    30270, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size   100901, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size   201803, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size   403606, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.5500-0.9000 cache size   807212, 272838219 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns50 S3FIFO-0.9500-0.9000 cache size     1009, 272838219 req, miss ratio 0.0057, byte miss ratio 0.0057
