cdn1_allcolo.ns1052 S3FIFO-0.1000-0.9000 cache size     1170, 2911059 req, miss ratio 0.5566, byte miss ratio 0.5566
cdn1_allcolo.ns1052 S3FIFO-0.3000-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size     1170, 2911059 req, miss ratio 0.6241, byte miss ratio 0.6241
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size     3512, 2911059 req, miss ratio 0.5150, byte miss ratio 0.5150
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4363, byte miss ratio 0.4363
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4153, byte miss ratio 0.4153
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4046, byte miss ratio 0.4046
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.9500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size     1170, 2911059 req, miss ratio 0.5521, byte miss ratio 0.5521
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size     3512, 2911059 req, miss ratio 0.4842, byte miss ratio 0.4842
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size    11709, 2911059 req, miss ratio 0.4346, byte miss ratio 0.4346
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size    35128, 2911059 req, miss ratio 0.4100, byte miss ratio 0.4100
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size   117096, 2911059 req, miss ratio 0.4044, byte miss ratio 0.4044
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size   234193, 2911059 req, miss ratio 0.4030, byte miss ratio 0.4030
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.2500-0.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size     1170, 2911059 req, miss ratio 0.5672, byte miss ratio 0.5672
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size     3512, 2911059 req, miss ratio 0.4786, byte miss ratio 0.4786
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size    11709, 2911059 req, miss ratio 0.4223, byte miss ratio 0.4223
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size    35128, 2911059 req, miss ratio 0.4085, byte miss ratio 0.4085
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size   117096, 2911059 req, miss ratio 0.4035, byte miss ratio 0.4035
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.6000-1.9000 cache size   936772, 2911059 req, miss ratio 0.4022, byte miss ratio 0.4022
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size     1170, 2911059 req, miss ratio 0.6346, byte miss ratio 0.6346
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size     3512, 2911059 req, miss ratio 0.5249, byte miss ratio 0.5249
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size    11709, 2911059 req, miss ratio 0.4412, byte miss ratio 0.4412
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size    35128, 2911059 req, miss ratio 0.4176, byte miss ratio 0.4176
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size   117096, 2911059 req, miss ratio 0.4055, byte miss ratio 0.4055
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size   234193, 2911059 req, miss ratio 0.4026, byte miss ratio 0.4026
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.9900-0.9000 cache size   936772, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size     1170, 2911059 req, miss ratio 0.5608, byte miss ratio 0.5608
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size     3512, 2911059 req, miss ratio 0.5115, byte miss ratio 0.5115
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size    11709, 2911059 req, miss ratio 0.4862, byte miss ratio 0.4862
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size    35128, 2911059 req, miss ratio 0.4684, byte miss ratio 0.4684
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size   117096, 2911059 req, miss ratio 0.4372, byte miss ratio 0.4372
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size   234193, 2911059 req, miss ratio 0.4115, byte miss ratio 0.4115
cdn1_allcolo.ns1052 S3FIFO-0.0050-1.9000 cache size   468386, 2911059 req, miss ratio 0.4023, byte miss ratio 0.4023
